Geneid	Control_1	Control_2	Treat_1	Treat_2
ENSDARG00000035781	343	357	311	350
ENSDARG00000052082	6375	7537	5848	5690
ENSDARG00000004874	48	38	57	60
ENSDARG00000082614	0	0	0	0
ENSDARG00000086033	439	534	875	767
ENSDARG00000020212	1006	1267	1171	1108
ENSDARG00000073741	524	514	577	495
ENSDARG00000105048	63	43	53	40
ENSDARG00000069473	941	864	867	960
ENSDARG00000078615	868	965	786	804
ENSDARG00000012311	1597	1902	1154	952
ENSDARG00000099032	30	37	52	56
ENSDARG00000099305	0	0	0	0
ENSDARG00000045946	1349	1409	1904	1684
ENSDARG00000088100	222	197	205	136
ENSDARG00000073673	527	585	564	504
ENSDARG00000031150	34	52	81	78
ENSDARG00000067829	713	772	682	578
ENSDARG00000015392	2662	2814	3119	2879
ENSDARG00000070168	240	141	190	177
ENSDARG00000078829	63	69	52	30
ENSDARG00000087767	92	54	13	3
ENSDARG00000100333	109	90	143	105
ENSDARG00000089957	1525	1825	1414	1163
ENSDARG00000033861	242	289	231	252
ENSDARG00000026376	1278	1208	1070	1039
ENSDARG00000101240	143	86	111	113
ENSDARG00000069135	2998	3625	2379	2827
ENSDARG00000077782	408	328	360	386
ENSDARG00000042894	323	457	721	657
ENSDARG00000004015	289	366	295	331
ENSDARG00000088999	186	216	180	202
ENSDARG00000104374	1024	1054	1194	1101
ENSDARG00000102178	756	847	634	642
ENSDARG00000104836	4281	5964	5368	4154
ENSDARG00000099766	9331	9520	9830	10068
ENSDARG00000103478	121	136	118	168
ENSDARG00000099045	894	1008	906	809
ENSDARG00000006300	493	497	449	475
ENSDARG00000017014	4065	4885	5140	4503
ENSDARG00000100041	426	651	293	346
ENSDARG00000041086	211	207	185	171
ENSDARG00000099616	297	360	208	169
ENSDARG00000076697	708	732	653	522
ENSDARG00000083050	14	10	3	7
ENSDARG00000099092	112	91	119	104
ENSDARG00000102247	19	35	32	36
ENSDARG00000104669	478	356	385	376
ENSDARG00000098486	1248	1502	973	1009
ENSDARG00000099470	1338	1185	2017	1819
ENSDARG00000104914	43	77	49	68
ENSDARG00000090326	752	899	621	582
ENSDARG00000003846	402	376	358	367
ENSDARG00000101079	1200	1840	1514	1111
ENSDARG00000102935	0	0	0	0
ENSDARG00000104630	0	0	0	0
ENSDARG00000103035	0	0	0	0
ENSDARG00000099983	0	0	0	0
ENSDARG00000098989	119	94	27	16
ENSDARG00000101142	93	102	88	81
ENSDARG00000099078	192	248	213	228
ENSDARG00000099109	1109	1168	1239	1183
ENSDARG00000090624	474	631	468	393
ENSDARG00000099866	11	9	9	9
ENSDARG00000080961	0	4	1	0
ENSDARG00000063158	379	459	354	294
ENSDARG00000105194	2	0	0	0
ENSDARG00000088625	55	48	0	0
ENSDARG00000035718	2	10	0	0
ENSDARG00000019294	187	197	80	119
ENSDARG00000078979	298	286	282	193
ENSDARG00000079738	1628	1978	1720	1494
ENSDARG00000101446	8093	9284	7709	6789
ENSDARG00000051809	462	468	458	476
ENSDARG00000090371	362	341	282	250
ENSDARG00000051804	0	1	0	0
ENSDARG00000073995	4	2	0	2
ENSDARG00000068065	2	2	0	2
ENSDARG00000018105	2754	3958	2547	2184
ENSDARG00000104273	2	5	1	3
ENSDARG00000079771	443	439	364	254
ENSDARG00000099522	14	39	63	72
ENSDARG00000104554	0	5	2	0
ENSDARG00000101114	0	2	0	1
ENSDARG00000091770	0	0	1	0
ENSDARG00000104501	54	85	66	84
ENSDARG00000076766	6	16	5	6
ENSDARG00000075220	6	2	5	4
ENSDARG00000101732	0	0	0	0
ENSDARG00000104087	3	5	1	0
ENSDARG00000075366	11	7	3	2
ENSDARG00000075482	46	34	27	29
ENSDARG00000089517	505	725	384	385
ENSDARG00000079652	414	511	343	342
ENSDARG00000086709	5	5	6	1
ENSDARG00000100817	0	0	0	0
ENSDARG00000074260	0	5	0	9
ENSDARG00000075538	7	10	20	10
ENSDARG00000086751	7	10	20	9
ENSDARG00000088420	0	2	0	4
ENSDARG00000091525	0	1	0	1
ENSDARG00000104661	0	0	0	0
ENSDARG00000091205	0	10	3	4
ENSDARG00000086555	1	7	8	1
ENSDARG00000103722	39	68	33	28
ENSDARG00000098378	420	468	729	764
ENSDARG00000104220	4	10	3	8
ENSDARG00000099396	29	58	30	30
ENSDARG00000104439	414	604	690	594
ENSDARG00000029204	709	627	1011	1112
ENSDARG00000102012	3930	4092	3503	3597
ENSDARG00000075823	1240	1358	977	884
ENSDARG00000091326	447	479	494	469
ENSDARG00000046022	2135	2158	1644	1684
ENSDARG00000081629	1	8	2	2
ENSDARG00000101239	3178	3123	3209	3322
ENSDARG00000101530	53	50	27	32
ENSDARG00000104216	165	315	128	75
ENSDARG00000100198	532	625	676	555
ENSDARG00000104128	613	766	626	637
ENSDARG00000084999	0	0	0	0
ENSDARG00000046024	85	117	101	99
ENSDARG00000062794	392	450	385	428
ENSDARG00000103464	528	560	683	679
ENSDARG00000096240	36	24	6	18
ENSDARG00000102147	212	357	334	336
ENSDARG00000035700	72	85	147	145
ENSDARG00000035699	574	751	828	778
ENSDARG00000098478	226	198	114	149
ENSDARG00000087624	452	567	336	390
ENSDARG00000098562	61	68	54	80
ENSDARG00000030129	166	156	112	113
ENSDARG00000035697	182	186	110	128
ENSDARG00000089233	138	113	269	201
ENSDARG00000079790	393	465	297	322
ENSDARG00000078817	229	281	194	199
ENSDARG00000074638	127	160	67	70
ENSDARG00000059236	16	20	12	10
ENSDARG00000059234	741	826	725	796
ENSDARG00000095804	0	4	0	0
ENSDARG00000040116	52	36	58	64
ENSDARG00000059227	10566	9691	10035	11326
ENSDARG00000103398	24	11	17	10
ENSDARG00000091253	659	1080	1409	1104
ENSDARG00000058553	18	41	52	56
ENSDARG00000058558	480	526	499	412
ENSDARG00000058563	401	455	278	243
ENSDARG00000058567	24	34	8	29
ENSDARG00000058570	24	32	18	19
ENSDARG00000089837	137	124	120	152
ENSDARG00000021086	178	199	284	275
ENSDARG00000097367	32	39	39	47
ENSDARG00000021483	1327	1267	1413	1244
ENSDARG00000075299	199	207	155	167
ENSDARG00000042072	194	213	174	172
ENSDARG00000098625	107	116	107	74
ENSDARG00000091948	0	2	0	1
ENSDARG00000005500	447	474	419	433
ENSDARG00000041515	35	36	26	15
ENSDARG00000062823	410	484	383	296
ENSDARG00000021208	822	480	860	824
ENSDARG00000038518	900	1151	789	811
ENSDARG00000058658	210	176	159	157
ENSDARG00000094322	6	13	2	7
ENSDARG00000080000	1	4	4	2
ENSDARG00000091618	244	343	304	236
ENSDARG00000090607	36	47	22	47
ENSDARG00000076419	217	294	210	225
ENSDARG00000095437	93	63	61	77
ENSDARG00000062707	298	260	303	324
ENSDARG00000079123	352	344	393	408
ENSDARG00000003695	18071	20084	17711	17046
ENSDARG00000043550	147	97	70	96
ENSDARG00000003749	620	698	763	616
ENSDARG00000092379	145	174	150	308
ENSDARG00000058454	4229	4650	4258	4010
ENSDARG00000058451	67059	78620	63624	64985
ENSDARG00000038881	3658	3477	3445	3378
ENSDARG00000043554	512	544	574	471
ENSDARG00000092360	199	245	285	245
ENSDARG00000043559	301	298	436	466
ENSDARG00000074720	96	84	97	145
ENSDARG00000031495	5792	6496	7201	6384
ENSDARG00000076632	170	139	159	200
ENSDARG00000010572	1233	2089	2201	2476
ENSDARG00000062753	38	34	40	24
ENSDARG00000102566	201	298	214	217
ENSDARG00000101753	29	20	21	27
ENSDARG00000008983	250	234	217	230
ENSDARG00000097791	3	3	3	6
ENSDARG00000097686	1	0	1	0
ENSDARG00000060081	294	280	387	277
ENSDARG00000031222	797	963	812	621
ENSDARG00000067524	358	478	356	439
ENSDARG00000058299	34	35	35	23
ENSDARG00000027699	31	23	19	21
ENSDARG00000086603	65	70	67	87
ENSDARG00000102426	3	2	4	4
ENSDARG00000102554	80	60	84	89
ENSDARG00000020986	253	223	297	248
ENSDARG00000100247	15	22	26	28
ENSDARG00000060766	306	409	449	359
ENSDARG00000058419	6302	7970	6577	5888
ENSDARG00000058425	353	385	391	420
ENSDARG00000093062	69	82	65	46
ENSDARG00000074761	94	94	93	66
ENSDARG00000102405	0	0	0	0
ENSDARG00000088825	350	319	312	274
ENSDARG00000098201	493	516	542	461
ENSDARG00000093364	0	0	0	0
ENSDARG00000101247	0	0	0	1
ENSDARG00000086345	209	193	224	160
ENSDARG00000084910	0	0	0	0
ENSDARG00000053424	317	289	373	301
ENSDARG00000011122	1839	1948	1721	1657
ENSDARG00000075632	0	0	2	3
ENSDARG00000059028	116	151	127	105
ENSDARG00000097016	1	0	0	1
ENSDARG00000079745	8344	8613	5954	5712
ENSDARG00000062612	1141	1338	1053	1090
ENSDARG00000074441	58	57	48	51
ENSDARG00000013843	1135	1294	986	887
ENSDARG00000017140	1685	1857	1893	1850
ENSDARG00000043716	338	385	334	287
ENSDARG00000080448	0	0	0	0
ENSDARG00000043720	215	200	259	278
ENSDARG00000010051	1631	1872	1557	1568
ENSDARG00000059212	638	754	751	765
ENSDARG00000055723	361	521	688	1534
ENSDARG00000030981	868	812	763	766
ENSDARG00000094516	10	12	18	17
ENSDARG00000010408	854	1119	1002	771
ENSDARG00000083959	0	0	0	0
ENSDARG00000069674	774	700	717	710
ENSDARG00000028725	43	35	56	45
ENSDARG00000083369	0	0	0	0
ENSDARG00000021996	496	526	614	553
ENSDARG00000025468	1334	1378	1510	1310
ENSDARG00000097865	6	2	2	0
ENSDARG00000038974	1092	1269	1205	895
ENSDARG00000083653	0	0	0	0
ENSDARG00000080319	0	0	0	0
ENSDARG00000099386	155	103	100	66
ENSDARG00000092085	0	0	0	1
ENSDARG00000013685	316	281	271	293
ENSDARG00000094060	0	0	0	0
ENSDARG00000103097	3	5	3	6
ENSDARG00000001968	492	543	656	488
ENSDARG00000043697	1553	1683	1623	1398
ENSDARG00000012426	901	1051	839	705
ENSDARG00000069627	10	8	18	18
ENSDARG00000007125	168	200	233	187
ENSDARG00000022974	1161	1262	1200	1175
ENSDARG00000094310	11950	18788	14112	10100
ENSDARG00000008329	716	640	648	571
ENSDARG00000043701	429	893	483	435
ENSDARG00000091859	21	52	19	23
ENSDARG00000034836	471	606	450	482
ENSDARG00000099934	0	2	0	0
ENSDARG00000063354	1640	1666	1328	1280
ENSDARG00000012534	411	339	431	303
ENSDARG00000087187	434	456	336	269
ENSDARG00000063292	3262	3177	3295	3168
ENSDARG00000093022	178	148	155	154
ENSDARG00000101615	0	0	0	0
ENSDARG00000103232	0	0	0	0
ENSDARG00000076170	4858	5464	4180	4112
ENSDARG00000076943	186	248	151	158
ENSDARG00000008384	711	764	627	683
ENSDARG00000059130	8	6	3	5
ENSDARG00000003867	206	206	166	210
ENSDARG00000012519	2480	2724	3072	2485
ENSDARG00000025949	252	214	244	277
ENSDARG00000014218	301	349	294	193
ENSDARG00000100402	722	762	682	579
ENSDARG00000103293	0	0	5	0
ENSDARG00000098903	400	419	397	393
ENSDARG00000104899	106	112	173	204
ENSDARG00000105030	0	0	0	0
ENSDARG00000101206	63	48	91	61
ENSDARG00000101996	838	942	826	775
ENSDARG00000101205	296	276	295	244
ENSDARG00000098299	431	370	316	286
ENSDARG00000012449	236	202	235	164
ENSDARG00000074876	242	252	253	254
ENSDARG00000032990	590	730	676	511
ENSDARG00000005916	773	821	779	728
ENSDARG00000005772	914	1319	951	927
ENSDARG00000032072	952	1002	1091	920
ENSDARG00000015337	1157	1213	1335	1270
ENSDARG00000043666	209	311	283	244
ENSDARG00000084164	0	0	0	0
ENSDARG00000017742	176	170	170	143
ENSDARG00000081586	0	0	0	0
ENSDARG00000076303	335	430	484	359
ENSDARG00000029479	505	576	506	505
ENSDARG00000019339	437	439	318	362
ENSDARG00000078066	764	814	807	670
ENSDARG00000077112	669	635	592	455
ENSDARG00000059006	941	1041	917	905
ENSDARG00000059001	1870	1710	1220	1592
ENSDARG00000093019	217	133	147	237
ENSDARG00000058990	343	347	321	341
ENSDARG00000044972	1409	1453	1641	1539
ENSDARG00000043646	1173	1044	1127	996
ENSDARG00000102126	0	0	0	0
ENSDARG00000043648	35	50	24	43
ENSDARG00000007172	2241	2659	2040	1751
ENSDARG00000006308	90	65	116	127
ENSDARG00000035686	37	50	32	35
ENSDARG00000063069	655	786	739	704
ENSDARG00000074746	350	324	319	275
ENSDARG00000069542	30	15	37	21
ENSDARG00000099810	0	0	0	0
ENSDARG00000058944	268	360	248	233
ENSDARG00000098300	0	0	2	0
ENSDARG00000092277	0	4	3	6
ENSDARG00000100020	5770	6906	5568	5446
ENSDARG00000095123	6	0	2	3
ENSDARG00000026988	112	128	151	124
ENSDARG00000101311	0	0	0	0
ENSDARG00000068100	179	199	163	138
ENSDARG00000058470	475	471	420	491
ENSDARG00000074238	623	708	780	683
ENSDARG00000031046	185	175	215	223
ENSDARG00000043624	557	651	551	717
ENSDARG00000016181	1430	1573	1714	1525
ENSDARG00000043631	1320	1756	1528	1505
ENSDARG00000073738	799	903	774	890
ENSDARG00000033832	21234	30137	25875	23899
ENSDARG00000038225	845	1049	1011	878
ENSDARG00000089833	282	291	267	209
ENSDARG00000078221	88	78	92	85
ENSDARG00000074168	1334	1560	1370	1268
ENSDARG00000008433	435	670	797	565
ENSDARG00000006508	715	919	721	821
ENSDARG00000023443	2367	2493	2203	2170
ENSDARG00000074356	125	207	163	180
ENSDARG00000058940	152	138	92	117
ENSDARG00000081476	0	0	0	0
ENSDARG00000036156	354	412	378	285
ENSDARG00000007444	343	371	283	282
ENSDARG00000029439	3470	4007	3199	3027
ENSDARG00000063005	515	586	405	450
ENSDARG00000043593	409	407	413	373
ENSDARG00000009681	338	358	304	279
ENSDARG00000077367	1072	1190	782	798
ENSDARG00000058865	152	204	243	198
ENSDARG00000069484	718	872	834	663
ENSDARG00000078050	318	280	437	355
ENSDARG00000069482	71	57	63	89
ENSDARG00000093851	308	329	281	262
ENSDARG00000074640	0	0	0	0
ENSDARG00000093042	694	561	774	689
ENSDARG00000058731	114	39	63	123
ENSDARG00000043571	1849	2073	1580	1518
ENSDARG00000058716	31	47	36	52
ENSDARG00000043569	45	46	25	25
ENSDARG00000058666	598	626	680	680
ENSDARG00000093385	0	1	2	1
ENSDARG00000058280	43	50	41	32
ENSDARG00000031261	598	830	751	663
ENSDARG00000028507	2220	2569	2220	2153
ENSDARG00000069407	227	239	160	161
ENSDARG00000057826	1499	1542	1380	1371
ENSDARG00000084019	2	2	0	0
ENSDARG00000023546	146	184	122	127
ENSDARG00000043502	2010	2601	1995	1985
ENSDARG00000005392	23	19	83	67
ENSDARG00000010252	121	123	124	148
ENSDARG00000087703	0	0	0	0
ENSDARG00000095525	0	2	2	12
ENSDARG00000094651	0	0	1	0
ENSDARG00000086350	0	0	0	0
ENSDARG00000090604	0	0	0	0
ENSDARG00000094168	0	0	0	0
ENSDARG00000028098	1758	2460	2849	2529
ENSDARG00000093180	4	4	10	17
ENSDARG00000043482	182	208	133	149
ENSDARG00000054373	20	42	0	2
ENSDARG00000093521	143	153	64	25
ENSDARG00000058100	188	302	221	186
ENSDARG00000075974	96	114	176	172
ENSDARG00000094874	0	0	0	0
ENSDARG00000093534	0	0	2	0
ENSDARG00000078567	3669	4187	4025	4112
ENSDARG00000095925	1	0	5	1
ENSDARG00000056748	0	0	2	0
ENSDARG00000008866	41	54	55	57
ENSDARG00000079962	526	499	501	459
ENSDARG00000082156	0	0	0	0
ENSDARG00000058053	837	357	473	447
ENSDARG00000097858	0	0	0	0
ENSDARG00000058058	3	2	0	0
ENSDARG00000092482	183	246	182	148
ENSDARG00000043474	6391	6844	5072	5012
ENSDARG00000058048	283	257	211	192
ENSDARG00000029783	1779	1714	1590	1528
ENSDARG00000094088	128	132	164	189
ENSDARG00000094773	0	0	0	0
ENSDARG00000092122	0	0	0	32
ENSDARG00000017884	191	170	255	334
ENSDARG00000062487	2408	2583	2249	2367
ENSDARG00000058032	664	700	672	785
ENSDARG00000026845	5017	5191	5233	5071
ENSDARG00000043467	1696	2043	1911	2025
ENSDARG00000012247	113	86	98	114
ENSDARG00000062472	1102	1258	1176	1105
ENSDARG00000062449	2855	2835	2264	1984
ENSDARG00000039456	745	805	900	745
ENSDARG00000093565	0	0	0	2
ENSDARG00000085968	0	0	0	0
ENSDARG00000039458	405	551	378	305
ENSDARG00000039459	1411	1038	1088	1322
ENSDARG00000058000	1881	2417	2302	2129
ENSDARG00000062346	858	1186	773	672
ENSDARG00000002295	166	187	174	183
ENSDARG00000062297	251	170	345	361
ENSDARG00000013841	1149	1330	1248	1116
ENSDARG00000020131	1749	1818	1753	1628
ENSDARG00000016981	957	1140	960	934
ENSDARG00000043403	179	183	218	288
ENSDARG00000043402	381	450	494	500
ENSDARG00000005518	248	211	338	363
ENSDARG00000018953	384	466	440	410
ENSDARG00000057648	922	1476	1116	1085
ENSDARG00000021115	144	91	81	105
ENSDARG00000068050	201	259	165	177
ENSDARG00000096772	16	10	1	5
ENSDARG00000075624	230	201	196	233
ENSDARG00000045639	11257	12743	9519	8756
ENSDARG00000096866	0	1	1	0
ENSDARG00000039412	205	219	187	144
ENSDARG00000022418	1203	1448	1392	1153
ENSDARG00000057610	62	78	62	71
ENSDARG00000040635	785	884	876	727
ENSDARG00000074126	486	506	480	478
ENSDARG00000078216	1172	1287	1233	1250
ENSDARG00000092408	2	2	3	6
ENSDARG00000076290	2925	3525	4388	4250
ENSDARG00000079308	406	385	429	370
ENSDARG00000092337	258	331	585	694
ENSDARG00000086382	0	0	0	0
ENSDARG00000087030	0	0	0	0
ENSDARG00000081991	0	0	0	0
ENSDARG00000100812	0	0	0	0
ENSDARG00000099300	0	0	0	0
ENSDARG00000082604	0	0	0	0
ENSDARG00000083254	0	0	0	0
ENSDARG00000080924	3	0	0	4
ENSDARG00000082839	0	0	0	0
ENSDARG00000080205	0	0	0	0
ENSDARG00000083457	0	0	0	0
ENSDARG00000069298	2482	2458	2266	2280
ENSDARG00000054400	455	462	488	387
ENSDARG00000094752	432	377	311	337
ENSDARG00000054420	146	105	142	166
ENSDARG00000018165	122	136	205	135
ENSDARG00000086699	776	889	723	787
ENSDARG00000069286	420	468	432	470
ENSDARG00000069283	656	754	479	517
ENSDARG00000069279	1223	1364	1083	1342
ENSDARG00000091966	2	1	3	0
ENSDARG00000100140	5	3	2	1
ENSDARG00000032761	335	423	388	331
ENSDARG00000014462	581	710	512	451
ENSDARG00000025914	112	88	61	80
ENSDARG00000019130	2213	2649	2278	2391
ENSDARG00000094703	0	0	2	0
ENSDARG00000021288	607	608	530	395
ENSDARG00000079823	1279	1552	1382	1452
ENSDARG00000094892	48	78	77	73
ENSDARG00000015070	408	387	526	507
ENSDARG00000005057	341	629	538	562
ENSDARG00000042151	2374	2735	2697	2511
ENSDARG00000075915	17	10	25	25
ENSDARG00000043332	426	468	483	357
ENSDARG00000092245	0	0	0	2
ENSDARG00000078502	120	115	104	106
ENSDARG00000097992	24	17	19	21
ENSDARG00000092746	414	451	327	385
ENSDARG00000057433	233	304	232	169
ENSDARG00000057419	1093	965	907	790
ENSDARG00000042145	438	412	356	312
ENSDARG00000069262	80	76	56	56
ENSDARG00000086933	73	50	60	54
ENSDARG00000042139	164	148	143	158
ENSDARG00000078611	2	3	2	4
ENSDARG00000094685	0	0	0	0
ENSDARG00000042122	366	423	285	294
ENSDARG00000030155	2148	2274	2282	2133
ENSDARG00000042112	1123	1027	903	1121
ENSDARG00000027933	60	52	36	43
ENSDARG00000057368	522	616	413	459
ENSDARG00000057365	99	127	92	109
ENSDARG00000074889	305	336	315	358
ENSDARG00000029859	2	0	1	6
ENSDARG00000005776	1081	1307	1195	1092
ENSDARG00000075183	256	272	208	215
ENSDARG00000042087	813	767	758	683
ENSDARG00000043309	147	195	153	160
ENSDARG00000069230	77	92	63	42
ENSDARG00000074387	52	55	56	45
ENSDARG00000077696	231	265	259	236
ENSDARG00000095868	0	0	0	0
ENSDARG00000057317	1739	2196	2146	1844
ENSDARG00000062063	748	731	797	725
ENSDARG00000057322	2421	2704	2065	1974
ENSDARG00000043283	285	247	319	272
ENSDARG00000062025	289	232	360	289
ENSDARG00000062021	154	164	164	143
ENSDARG00000062017	435	391	412	359
ENSDARG00000043281	447	393	361	460
ENSDARG00000082252	0	0	0	0
ENSDARG00000098975	0	0	0	0
ENSDARG00000098072	0	0	1	2
ENSDARG00000102425	0	0	0	0
ENSDARG00000099549	0	0	0	0
ENSDARG00000061989	896	1075	866	819
ENSDARG00000002642	732	744	757	685
ENSDARG00000057231	2516	2586	2289	1998
ENSDARG00000061976	985	1021	1206	1014
ENSDARG00000095763	0	0	0	0
ENSDARG00000094271	0	0	0	0
ENSDARG00000043084	246	291	323	325
ENSDARG00000093978	801	902	896	809
ENSDARG00000013711	558	694	711	769
ENSDARG00000005989	1989	1786	1769	1678
ENSDARG00000043093	579	796	639	921
ENSDARG00000014670	448	452	403	355
ENSDARG00000098592	1354	1499	1092	1226
ENSDARG00000074129	1686	1821	1907	1925
ENSDARG00000009390	573	655	539	602
ENSDARG00000100435	988	1103	1165	1039
ENSDARG00000104329	418	399	829	742
ENSDARG00000043130	3035	3630	3820	3494
ENSDARG00000013222	265	340	341	324
ENSDARG00000062889	356	416	293	239
ENSDARG00000062892	30	47	50	26
ENSDARG00000058133	740	716	748	641
ENSDARG00000097027	2	0	4	5
ENSDARG00000088816	462	557	459	426
ENSDARG00000079315	58	41	89	87
ENSDARG00000092400	1	0	0	1
ENSDARG00000093717	0	0	0	0
ENSDARG00000093256	0	0	0	0
ENSDARG00000078434	83	105	77	71
ENSDARG00000015356	385	444	346	361
ENSDARG00000013575	1170	1059	1166	1235
ENSDARG00000004094	3310	4033	4025	3666
ENSDARG00000043185	749	894	864	856
ENSDARG00000097159	0	1	0	0
ENSDARG00000010347	47	74	50	79
ENSDARG00000078734	244	231	323	475
ENSDARG00000075188	246	244	318	301
ENSDARG00000015752	50	42	33	42
ENSDARG00000019113	728	868	802	796
ENSDARG00000015164	26120	25938	21076	22742
ENSDARG00000097497	4	1	1	0
ENSDARG00000026986	645	775	679	629
ENSDARG00000021959	50	109	52	33
ENSDARG00000034056	1288	1491	1483	1308
ENSDARG00000032077	17	8	9	23
ENSDARG00000043210	115	126	140	111
ENSDARG00000092533	23	36	13	32
ENSDARG00000095633	2241	2392	1596	1639
ENSDARG00000093105	36	43	17	18
ENSDARG00000093753	106	101	86	55
ENSDARG00000003564	647	925	630	670
ENSDARG00000027676	79	118	80	78
ENSDARG00000015254	2090	2637	1773	1968
ENSDARG00000094281	86	192	95	97
ENSDARG00000019156	142	152	217	188
ENSDARG00000094914	5	5	8	11
ENSDARG00000092286	1	1	0	9
ENSDARG00000092587	0	3	6	7
ENSDARG00000093386	131	112	219	208
ENSDARG00000094192	14	17	3	7
ENSDARG00000092973	8	1	1	0
ENSDARG00000095539	12	4	2	1
ENSDARG00000069103	7	10	4	11
ENSDARG00000087740	94	60	115	190
ENSDARG00000094336	288	386	321	371
ENSDARG00000069102	646	870	588	678
ENSDARG00000055331	774	780	725	796
ENSDARG00000069100	31800	33491	24406	25578
ENSDARG00000069099	720	773	869	781
ENSDARG00000006074	1002	996	1004	999
ENSDARG00000038635	830	984	1003	1069
ENSDARG00000038618	775	764	848	845
ENSDARG00000052558	205	298	170	90
ENSDARG00000023309	418	554	536	463
ENSDARG00000069095	692	1359	1113	847
ENSDARG00000069093	59393	60167	59927	58289
ENSDARG00000069074	12742	13209	11371	11509
ENSDARG00000061741	1189	1226	995	1166
ENSDARG00000056774	584	594	446	477
ENSDARG00000038643	453	508	666	569
ENSDARG00000056765	36717	30727	30395	34790
ENSDARG00000056744	54186	52154	37964	40127
ENSDARG00000056723	41	48	28	37
ENSDARG00000094473	137	101	62	79
ENSDARG00000094861	5	5	6	6
ENSDARG00000093080	0	0	0	0
ENSDARG00000038655	494	454	472	383
ENSDARG00000103328	0	0	0	2
ENSDARG00000069014	194	253	219	170
ENSDARG00000009748	214	256	193	209
ENSDARG00000069009	254	278	244	241
ENSDARG00000053133	324	317	285	388
ENSDARG00000060361	433	587	518	436
ENSDARG00000053138	636	639	683	690
ENSDARG00000075500	16	16	14	3
ENSDARG00000042456	276	378	210	230
ENSDARG00000068993	115	193	134	110
ENSDARG00000092892	20	12	10	17
ENSDARG00000068969	339	228	119	170
ENSDARG00000068991	343	309	201	201
ENSDARG00000095193	1	2	0	0
ENSDARG00000092381	0	0	83	84
ENSDARG00000068966	19	17	393	424
ENSDARG00000089901	0	0	35	45
ENSDARG00000093392	0	0	8	2
ENSDARG00000069696	820	874	899	799
ENSDARG00000008472	229	269	188	193
ENSDARG00000090577	5	5	5	4
ENSDARG00000074758	19093	21350	18578	17182
ENSDARG00000052455	357	345	312	322
ENSDARG00000098823	476	545	381	390
ENSDARG00000102125	1118	1215	1047	930
ENSDARG00000025108	337	350	309	223
ENSDARG00000085083	0	0	0	0
ENSDARG00000094159	2	20	0	0
ENSDARG00000023683	692	878	653	525
ENSDARG00000042974	6182	6428	5476	4824
ENSDARG00000042972	8	2	6	8
ENSDARG00000078052	71	76	87	81
ENSDARG00000079978	193	209	201	166
ENSDARG00000001686	323	360	230	231
ENSDARG00000092039	613	674	606	525
ENSDARG00000042961	748	765	591	546
ENSDARG00000016447	1872	1851	1828	1693
ENSDARG00000099573	69	98	42	68
ENSDARG00000083622	20	26	11	14
ENSDARG00000093172	0	2	0	0
ENSDARG00000096756	20	43	24	27
ENSDARG00000022768	629	708	554	490
ENSDARG00000042954	56	77	66	92
ENSDARG00000042948	997	1029	908	736
ENSDARG00000095724	298	275	120	177
ENSDARG00000027154	1809	2047	1669	1770
ENSDARG00000007682	2710	3069	2810	2828
ENSDARG00000017947	95	134	75	82
ENSDARG00000094197	72	94	72	47
ENSDARG00000074902	224	232	243	226
ENSDARG00000097883	17	12	5	9
ENSDARG00000052402	1564	1882	1917	1779
ENSDARG00000042927	263	286	349	342
ENSDARG00000092373	112	128	113	161
ENSDARG00000095805	103	81	58	69
ENSDARG00000026799	3	4	4	6
ENSDARG00000042922	421	499	377	311
ENSDARG00000078279	2	2	0	4
ENSDARG00000013607	890	821	667	798
ENSDARG00000026350	191	163	201	240
ENSDARG00000014587	13472	14695	10979	11430
ENSDARG00000052379	953	1103	1072	1019
ENSDARG00000059646	3354	3636	2966	3065
ENSDARG00000075333	849	1003	863	740
ENSDARG00000094451	372	507	654	820
ENSDARG00000078114	1785	1296	1110	1142
ENSDARG00000009473	1735	1934	1553	1546
ENSDARG00000028295	343	357	309	341
ENSDARG00000068870	152	130	115	122
ENSDARG00000042905	51335	59521	44591	49917
ENSDARG00000095855	69	68	57	32
ENSDARG00000078155	355	372	343	325
ENSDARG00000078917	192	285	191	204
ENSDARG00000104511	0	0	0	0
ENSDARG00000034457	50	63	47	77
ENSDARG00000042899	397	343	402	488
ENSDARG00000068855	27	15	32	38
ENSDARG00000000857	1147	1302	1343	1334
ENSDARG00000073997	2716	2714	2199	2168
ENSDARG00000056458	23	30	20	21
ENSDARG00000061466	273	240	171	129
ENSDARG00000094586	60	97	3	7
ENSDARG00000068833	709	783	716	672
ENSDARG00000075694	127	148	124	106
ENSDARG00000039443	49	59	44	44
ENSDARG00000042816	587	610	1610	2400
ENSDARG00000076920	776	965	777	725
ENSDARG00000102763	0	0	0	0
ENSDARG00000095597	4	0	0	0
ENSDARG00000077277	0	0	0	0
ENSDARG00000094552	0	0	0	0
ENSDARG00000093733	0	0	0	0
ENSDARG00000100843	0	0	0	1
ENSDARG00000092690	0	0	0	0
ENSDARG00000077814	0	0	0	0
ENSDARG00000093330	0	0	0	0
ENSDARG00000095489	0	12	0	0
ENSDARG00000092016	0	0	0	1
ENSDARG00000100634	0	0	0	0
ENSDARG00000099701	5	1	2	2
ENSDARG00000092403	1	3	0	0
ENSDARG00000101314	1	0	0	0
ENSDARG00000068809	0	0	0	0
